LeftP,LeftV,MiddleP,MiddleV,RightP,RightV,Heading,Waypoint,Time
23.6532106762657,1.70326612177175,23.9250000000009,2,24.1963233619532,2.29673351610919,-15.5591343431602,2,12.2300000000005
23.6617258108503,1.70302691690694,23.9350000000009,2,24.2078082254986,2.29697270906729,-15.644210818852,2,12.2350000000005
23.6702397683879,1.70279150752372,23.9450000000009,2,24.2192942661219,2.29720812467674,-15.7293547352746,2,12.2400000000005
23.6787525678393,1.70255989028922,23.9550000000009,2,24.2307814648445,2.29743974450544,-15.8145650055371,2,12.2450000000005
23.6872642281957,1.70233207127329,23.9650000000009,2,24.242269802661,2.29766756331522,-15.8998405411287,2,12.2500000000005
23.6957747684773,1.70210805632828,23.975000000001,2,24.2537592605414,2.29789157607398,-15.9851802519795,2,12.2550000000005
23.703257542577,1.49655481992778,23.985000000001,2,24.2662266779977,2.49348349125303,-16.1279798028953,3,12.2600000000005
23.710521941025,1.45287968961165,23.995000000001,2,24.2789622733262,2.54711906569834,-16.2847180968357,3,12.2650000000005
23.7177590823248,1.44742825995882,24.005000000001,2,24.2917251256464,2.5525704640537,-16.4430181073257,3,12.2700000000005
23.7249686685973,1.44191725448437,24.015000000001,2,24.3045155328843,2.55808144757424,-16.6028969029654,3,12.2750000000005
23.7321503989039,1.43634606133293,24.025000000001,2,24.3173337959772,2.56365261857894,-16.7643717262739,3,12.2800000000005
23.7393039692625,1.43071407172466,24.035000000001,2,24.3301802188612,2.56928457679711,-16.9274599928779,3,12.2850000000005
23.7464290727099,1.4250206894779,24.045000000001,2,24.3430551085361,2.57497793498977,-17.0921792915747,3,12.2900000000005
23.7535253992692,1.41926531185703,24.055000000001,2,24.3559587749507,2.58073328290498,-17.2585473819726,3,12.2950000000005
23.7605926360053,1.41344734720944,24.065000000001,2,24.3688915310359,2.58655121705767,-17.4265821938753,3,12.3000000000005
23.7676304670537,1.407566209679,24.075000000001,2,24.3818536926834,2.59243232949272,-17.596301825809,3,12.3050000000005
23.7746385736135,1.40162131196399,24.085000000001,2,24.3948455786448,2.59837719226898,-17.7677245423682,3,12.3100000000005
23.7816166340395,1.39561208519875,24.095000000001,2,24.4078675106046,2.60438639197195,-17.9408687736559,3,12.3150000000005
23.7885643238361,1.38953795932133,24.105000000001,2,24.4209198130611,2.61046049129512,-18.1157531120313,3,12.3200000000005
23.7954813157008,1.38339837294614,24.115000000001,2,24.4340028132845,2.61660004468167,-18.2923963096867,3,12.3250000000005
23.8023672795907,1.37719277798522,24.125000000001,2,24.4471168413077,2.62280560464782,-18.4708172764663,3,12.3300000000005
23.8092218827716,1.37092063618021,24.135000000001,2,24.4602622298714,2.62907771273757,-18.6510350768862,3,12.3350000000005
23.8160447898722,1.36458142011107,24.145000000001,2,24.4734393143646,2.63541689863981,-18.8330689268844,3,12.3400000000005
23.8228356629308,1.35817461171209,24.155000000001,2,24.4866484327362,2.64182367431087,-19.0169381899411,3,12.3450000000005
23.8295941614625,1.3516997063518,24.165000000001,2,24.4998899254295,2.64829853865922,-19.2026623732849,3,12.3500000000005
23.8363199425766,1.34515622281767,24.175000000001,2,24.5131641353998,2.65484199406672,-19.3902611250358,3,12.3550000000005
23.8430126609765,1.33854367998533,24.185000000001,2,24.5264714078858,2.6614544971979,-19.579754227645,3,12.3600000000005
23.8496719691085,1.33186162638964,24.195000000001,2,24.5398120904534,2.66813651351423,-19.7711615949058,3,12.3650000000005
23.8562975172188,1.32510962207329,24.205000000001,2,24.5531865328429,2.67488847789774,-19.9645032659253,3,12.3700000000005
23.8628889534711,1.31828725044377,24.215000000001,2,24.5665950869145,2.68171081432186,-20.1597994002153,3,12.3750000000005
23.8694459240153,1.31139410885094,24.225000000001,2,24.5800381064781,2.68860391273124,-20.3570702708211,3,12.3800000000005
23.8759680731461,1.30442982614587,24.235000000001,2,24.5935159472806,2.69556816049912,-20.5563362594407,3,12.3850000000005
23.882455043365,1.29739404378486,24.245000000001,2,24.6070289667772,2.70260389931929,-20.7576178480759,3,12.3900000000005
23.8889064755464,1.2902864362885,24.255000000001,2,24.6205775240898,2.70971146252285,-20.9609356130999,3,12.3950000000005
23.8953220090686,1.28310670444476,24.265000000001,2,24.6341619798725,2.71689115652516,-21.1663102176372,3,12.4000000000005
23.9017012819194,1.27585457014923,24.275000000001,2,24.6477826960953,2.72414324456129,-21.3737624023571,3,12.4050000000005
23.9080439308888,1.26852979387492,24.285000000001,2,24.6614400359869,2.73146797832452,-21.583312978293,3,12.4100000000005
23.9143495916938,1.26113216101124,24.295000000001,2,24.6751343638043,2.7388655634876,-21.7949828166834,3,12.4150000000005
23.9206178991721,1.25366149566525,24.305000000001,2,24.6888660447217,2.74633618347005,-22.0087928402363,3,12.4200000000005
23.9268484874414,1.24611765385689,24.315000000001,2,24.7026354446157,2.75387997880877,-22.224764012418,3,12.4250000000005
23.9330409900867,1.2385005290532,24.325000000001,2,24.7164429298798,2.76149705282415,-22.4429173267559,3,12.4300000000005
